Prostejov - Viktoria Zizkov,Prostejov - Zizkov
SFC Opava - AC Sparta Praha B,Opava - Sparta Praga II
Lisen - Pribram,Lisen - Pribram
Dukla Praha - Zbrojovka Brno,Dukla Praga - Brno
Trinec - Vlasim,Trinec - Vlasim
Chrudim - Usti nad Labem,Chrudim - Usti nad Labem
Jihlava - Vyškov,Jihlava - Vyskov
Viktoria Pilzno - Sigma Olomouc,Vik. Pilzno - Olomouc
Slovan Liberec - Bohemians 1905,Slovan Liberec - Bohemians Praga
Hradec Kralove - Banik Ostrava,Hradec Kralove - Ostrava
Ceske Budejovice - Ml. Boleslav,C. Budejovice - Mlada Boleslav
St. Gilloise - Charleroi,St. Gilloise - Charleroi
Mechelen - St. Truiden,Mechelen - St. Truiden
Kortrijk - Beerschot-Wilrijk,Kortrijk - Beerschot
Eupen - Waregem,Eupen - Waregem
OH Leuven - Oostende,Leuven - Oostende
Neon Esports - Yangon Galacticos,OB.Neon - Yangon Galacticos
Neon Esports - Army Geniuses,OB.Neon - Army Geniuses
Voskresensk - Din. St Petersburg,Voskresensk - Din. St. Petersburg
Rubin Tyumen - Dizel Penza,Tyumen - Penza
Jugra - Bars Kazan,HC Yugra - HC Bars Kazań
Omskie Krylya - Buran Voronezh,Omskie Kryliya - Buran Voronez
Ässat - Tappara,Assat - Tappara
Esbjerg Energy - Frederikshavn,Esbjerg - Frederikshavn
Boston Celtics - Chicago,Boston - Chicago
Philadelphia 76ers - Portland Trail Blazers,Philadelphia - Portland
Indiana Pacers - San Antonio,Indiana - San Antonio
Charlotte - Cleveland,Charlotte - Cleveland
Wurzburg - Bayern Monachium,Wurzburg - Bayern
Torres J. B. - Juarez F.,Torres J B - Juarez F.
Dutra Da Silva D. - Dellien Velasco M. A.,Dutra Da Silva D. - Dellien Velasco M.A.
Kudla D. - Mc Hugh A.,Kudla D. - Mc Hugh A.
Jaziri M. - Montes-De La Torre I.,Jaziri M. - Montes-De La Torre I.
Harrison C. - Brouwer G.,Harrison Ch. - Brouwer G.
Chappell N. - Kumar O.,Chappell N. - Kumar O.
Marozsan F. - Hemery C.,Marozsan F. - Hemery C.
Alvarez Varona N. - Gonzalez A.,Alvarez Varona N. - Gonzalez A.
Alvarez N. - Barrientos N.,Alvarez N. - Barrientos N.
FK Metalac GM - FK Napredak Krusevac,Metalac GM - Napredak
FK Kolubara Lazarevac - FK Spartak Subotica,Kolubara - Sp. Subotica
Moghayer Al Sarhan - Al Yarmouk FC,Moghayer Al Sarhan - Al-Yarmouk
Black N Yellow - Hokori,Black N Yellow - Hokori
4 Zoomers - Simply Toobased,4 Zoomers - Simply TOOBASED
Thunder Predator - D2 Hustlers,Thunder Predator - D2 Hustlers
Nigma Galaxy Sea - Omega Esports,Nigma Galaxy.SEA - Omega Esports
San Jose - Buffalo,San Jose - Buffalo
Vancouver - New York Rangers,Vancouver - NY Rangers
Anaheim - New Jersey,Anaheim - New Jersey
Calgary - Nashville,Calgary - Nashville
Winnipeg - Dallas,Winnipeg - Dallas
Minnesota - Ottawa Senators,Minnesota - Ottawa
Toronto - Vegas Golden Knights,Toronto - Vegas GK
Montreal - Detroit,Montreal - Detroit
KalPa - SaiPa,KalPa - SaiPa
JYP - Ilves,JyP - Ilves
Jukurit - Lukko,Jukurit - Lukko
Guillen Meza A. - King D.,Guillen Meza A. - King D.
Jianu F. C. - Bondarevskiy Y.,Jianu F C - Bondarevskiy Y.
Simon T. - Heller P.,Simon T. - Heller P.
Haerteis J. - Ignatik U.,Haerteis J. - Ignatik U.
de  J. - Andreozzi G.,de Jong J. - Andreozzi G.
Ionel N. D. - Benchetrit E.,Ionel N D - Benchetrit E.
Gautier A. - Orlov V.,Gautier A. - Orlov V.
Damas M. - Shevchenko A.,Damas M. - Shevchenko A.
Zverev M. - Heyman Ch.,Zverev M. - Heyman Ch.
Erler A. - Squire H.,Erler A. - Squire H.
Misolic F. - Potenza L.,Misolic F. - Potenza L.
Serdarusic N. - Fatic N.,Serdarusic N. - Fatic N.
Mejia N. - Galan D. E.,Mejia N. - Galan D E
Murray A. - Brooksby J.,Murray A. - Brooksby J.
Djere L. - Musetti L.,Djere L. - Musetti L.
Gaston H. - Rinderknech A.,Gaston H. - Rinderknech A.
PFC Sochi - CSKA Moskwa,Sochi - CSKA Moskwa
FC Kryliya Sovetov Samara - FC Khimki,Samara - Khimki
FC Dinamo Moscow - FC Krasnodar,Dyn. Moskwa - Krasnodar
FC Arsenal Tula - FC UFA,Tula - Ufa
Vitoria Guimaraes - Moreirense FC,V. Guimaraes - Moreirense
Portimonense SC - Belenenses SAD,Portimonense - Belenenses
FC Vizela - GD Estoril Praia,Vizela - Estoril
Karlsruher SC - Hamburger SV,Karlsruher - Hamburg
Jahn Regensburg - FC Hansa Rostock,Regensburg - Hansa Rostock
SC Paderborn - FC Ingolstadt,Paderborn - Ingolstadt
Fortuna Dusseldorf - Hannover 96,Dusseldorf - Hannover
RB Lipsk - Dortmund,RB Lipsk - Dortmund
VfL Wolfsburg - FC Augsburg,Wolfsburg - Augsburg
VfB Stuttgart - DSC Arminia Bielefeld,Stuttgart - Bielefeld
VfL Bochum - 1899 Hoffenheim,Bochum - Hoffenheim
Bayern Monachium - SC Freiburg,Bayern - Freiburg
Puebla - Toluca,Puebla - Toluca
Sporting San Jose FC - Municipal Grecia,Sporting FC - Municipal Grecia
América de Cali - Alianza Petrolera,America de Cali - Alianza Petrolera
AL Duhail SC - Al-Sadd,Al Duhail - Al-Sadd
Al-Rayyan SC - Al-Gharrafa SC,Al Rayyan - Al Gharafa
Al Ahli Doha SC - Al Shamal,Al Ahli Doha - Al Shamal
C.D. Honduras - CD Real Sociedad,Honduras Progreso - Real Sociedad
Execration - Motivade.trust Gaming,Execration - Motivate.Trust
Boom Esports - Yangon Galacticos,BOOM - Yangon Galacticos
Virtus.pro - mousesports,Virtus.pro - MOUZ
Heroic - Copenhagen Flames,Copenhagen Flames - Heroic
Ninjas In Pyjamas - Gambit Esports,Ninjas in Pyjamas - Gambit
Astralis - Team Vitality,Astralis - Vitality
Entropiq - Furia Esports,Entropiq - FURIA
Stockton Heat - San Jose Barracuda,Stockton - SJ Barracuda
Vaxjo Lakers - Brynas IF,Vaxjo - Brynas
Rogle BK - IK Oskarshamn,Rogle - Oskarshamn
HC Orebro - AIK Skelleftea,Orebro - Skelleftea
Leksands IF - Djurgaardens IF,Leksands - Djurgardens
Frolunda HC - Malmo IF,Frolunda - Malmo
Farjestads BK - Linkopings HC,Farjestad - Linkopings
Russkie Vityazi - Mikhaylov Academy,Russkie Vityazi U20 - Mikhaylov Academy U20
Kapitan Stupino - MHC Spartak,Kapitan Stupino U20 - Spartak Moskwa U20
Irbis Kazan - Sarmaty Orenburzhye,Irbis Kazań U20 - Sarmaty Orenburg U20
Krylya Sovetov - MHC Almaz,Krylia Sovetov U20 - Almaz Cherepovets U20
Sibir Novosibirsk - Jokerit Helsinki,Novosibirsk - Jokerit
Gornyak Rudny - Altai Torpedo,Gornyak Rudny - Altay Torpedo
Los Angeles Clippers - Oklahoma City Thunder,LA Clippers - Oklahoma
Minnesota - Orlando Magic,Minnesota - Orlando
Memphis - Denver Nuggets,Memphis - Denver
NY Knicks - Toronto Raptors,NY Knicks - Toronto
Atlanta - Washington,Atlanta - Washington
Crvena Zvezda - BC Mega Bemax,Crvena Zvezda - Mega Basket
Maccabi Tel Awiw - Bnei Herzelia,Macc. Tel Aviv - Bnei Herzelia
Haifa BC - Hap. Galil,Hap. Haifa - Hap. Galil
Panathinaikos - Kolossos,Panathinaikos - Kolossos
Shandong Heroes - Nanjing Monkey Kings,Shandong - Nanjing
Guangdong Southern Tigers - Fujian Sturgeons,Guangdong - Fujian
Antwerp Giants - Exc. Bruksela,Antwerp - Exc. Bruksela
Skatov T. - Celikbilek A.,Skatov T. - Celikbilek A.
Clarke J. - Tseng C. H.,Clarke J. - Tseng Ch H
Thompson J. - Rosenkratz M.,Thompson J. - Rosenkratz M.
Forejtek J. - Vesely J.,Forejtek J. - Vesely J.
Moriya H. - Ymer E.,Moriya H. - Ymer E.
Borges N. - Coppejans K.,Borges N. - Coppejans K.
Stricker D. S. - Rodionov J.,Stricker D.S. - Rodionov J.
Copil M. - Sachko V.,Copil M. - Sachko V.
Griekspoor T. - Kirkin E.,Griekspoor T. - Kirkin E.
Klaasen/Mclachlan - Behar/Escobar,Klaasen R / McLachlan B - Behar A / Escobar G
De Minaur A / Saville L - Djokovic/Krajinovic,De Minaur A / Saville L - Djokovic/Krajinovic
Paire B. - Carreno-Busta P.,Paire B. - Carreno-Busta P.
Mannarino A. - Basilashvili N.,Mannarino A. - Basilashvili N.
Martin F / Mies A - Koolhof/Rojer,Martin F / Mies A - Koolhof W / Rojer J-j
Norrie C. - Delbonis F.,Norrie C. - Delbonis F.
Karatsev A. - Korda S.,Karatsev A. - Korda S.
Lajovic D. - McDonald M.,Lajovic D. - McDonald M.
Ivashka I. - Ramos Vinolas A.,Ivashka I. - Ramos Vinolas A.
Fucsovics M. - Fognini F.,Fucsovics M. - Fognini F.
Paterno Calcio - Gelbison Cilento SSD,Paterno - Gelbison Cilento
Gubbio - Robur Siena,Gubbio - Siena
Reggiana - Lucchese,Reggiana - Lucchese
Vorskla Poltava - Chernomorets Odessa,Vorskla Poltava - Ch. Odessa
SK Dnipro-1 - FC Minaj,Dnipro-1 - Minaj
Sakaryaspor - Nigde Bld.,Sakaryaspor - Nigde Anadolu
Mbeya Kwanza - Polisi Tanzania,Mbeya Kwanza - Polisi Tanzania
Rosengard K - Eskilstuna United K,Rosengard - Eskilstuna Utd
KIF Örebro K - Pitea K,Orebro - Pitea
Stade Lausanne-Ouchy - Yverdon,Lausanne Ouchy - Yverdon-Sport
NK Maribor - FC Koper,Maribor - Koper
FK Zlatibor Cajetina - FK Radnicki Sremska Mitrovica,Zlatibor - Sremska Mitrovica
FK Zeleznicar Pancevo - FK Indija,Pancevo - FK Indija
Fk Mladost Gat Novi Sad - Macva Sabac,Mladost Novi Sad - Macva Sabac
Loznica - FK Rad,Loznica - FK Rad
FK Buducnost Dobanovci - FK Zarkovo,Dobanovci - Zarkovo
FK Novi Pazar - FK Radnik Surdulica,Novi Pazar - Surdulica
CSC 1599 Selimbar - Universitatea Cluj,Selimbar - Univ. Cluj
Oleiros - Benfica Castelo Branco,Oleiros - Castelo Branco
Nardo - Odd II,Nardo - Odds BK II
Valerenga II - Alta,Valerenga II - Alta
Freiburg K - VFL Wolfsburg K,Freiburg - Wolfsburg
Karlsruher SC - SC Paderborn,Karlsruher - Paderborn
FC Ingolstadt - Jahn Regensburg,Ingolstadt - Regensburg
FC Hansa Rostock - Fortuna Dusseldorf,Hansa Rostock - Dusseldorf
FC Augsburg - VfB Stuttgart,Augsburg - Stuttgart
Necaxa K - Tijuana K,Club Necaxa - Club Tijuana
Atlético San Luis - Monterrey,Atl. San Luis - Monterrey
Naxxar Lions - Vittoriosa Stars,Naxxar Lions - Vittoriosa Stars
AD Guanacasteca - Asociacion Deportiva San Carlos,Guanacasteca - San Carlos
Atlético Huila - Deportivo Cali,Huila - Dep. Cali
Junior - Deportivo Pasto,CD Junior - Dep. Pasto
Kfarsoum - Sama Al Sarhan,Kfarsoum - Sama Al Sarhan
Maccabi Ahi Nazareth - Beitar Tel Aviv Bat Yam,Macc. Nazaret - Beitar Tel Aviv
Madura United FC - Arema,Madura Utd - Arema
Persita Tangerang - PSM Makassar,Tangerang - Makassar
Pusamania Borneo - PSS Sleman,Pusamania Borneo - Sleman
FC Garedżi - Sioni Bolnisi,Gareji Sagarejo - Sioni Bolnisi
FC Gagra - FC Rustavi,Gagra - Rustavi
Arba Minch Kenema - Hadiya Hossana,Arba Minch Kenema - Hadiya Hossana
Dire Dawa - St. George,Dire Dawa - St. George
Tammeka II - Tallinna FC Flora II,Tammeka U21 - Flora U21
Kolding K - AGF W,Kolding - AGF Aarhus
NK Slaven - HNK Gorica,Slaven Belupo - Gorica
NK Istra 1961 - NK Lokomotiva Zagrzeb,Istra - Lok. Zagrzeb
Cobreloa - Deportes Temuco,Cobreloa - Temuco
Club Deportes Santa Cruz - Barnechea,Santa Cruz - Barnechea
Santiago Morning - Union San Felipe,Santiago Morning - San Felipe
Deportes Iquique - CSD Rangers,Dep. Iquique - Rangers
Everton de Viña del Mar - Audax Italiano,Vina Del Mar - Audax Italiano
Colo-Colo - Santiago Wanderers,Colo Colo - Santiago W.
Levski lom - Ludogorets II,Levski Lom - Ludogorets II
CSKA 1948 - Arda FK,CSKA 1948 - Arda Kardzhali
Athlético Paranaense - Flamengo,Atl. Paranaense - Flamengo
FK Željeznicar - Zrinjski Mostar,Zeljeznicar - Zrinjski Mostar
East Riffa - Al Khalidiya,East Riffa - Al Khalidiyah
Al Hidd SCC - Al-Budaiya,Al Hidd - Al Budaiya
FC Ararat-Armenia - Pyunik,Ararat-Armenia - Pyunik
Noravank - Junior Sevan,Noravank - Sevan
Deportivo Paraguayo - Centro Espanol,Deportivo Paraguayo - Centro Espanol
Deportivo Muníz - Cambaceres,Deportivo Muniz - Defensores de Cambaceres
Leandro Nicéforo Alem - Dock Sud,Leandro N. Alem - Dock Sud
Deportivo Riestra - Temperley,Dep. Riestra - Temperley
San Martin-Tucumán - CA Agropecuario,San Martin Tucuman - Agropecuario
Patronato - Colon de Santa Fe,Patronato - Colon Santa Fe
Jeddah Club - AL Jabalain FC,Jeddah Club - Al Jabalain
Hajer FC Al-Hasa - Al Jeel,Hajer Al-Hasa - Al Jeel
Birmingham U23 - Burnley U23,Wigan U23 - Hull U23
Crystal Palace U23 - Blackburn U23,Charlton U23 - Bristol City U23
Swansea City U23 - Cardiff U23,Wigan U23 - Hull U23
Charlton U23 - Bristol City U23,Charlton U23 - Bristol City U23
Birmingham U23 - Burnley U23,Stoke U23 - Wolverhampton U23
Fulham U23 - Middlesbrough U23,Fulham U23 - Middlesbrough U23
Crystal Palace U23 - Blackburn U23,Crystal Palace U23 - Blackburn U23
Swansea City U23 - Cardiff U23,Stoke U23 - Wolverhampton U23
Charlton U23 - Bristol City U23,Crystal Palace U23 - Blackburn U23
Timraa IK - Frolunda HC,Timra - Frolunda
Rogle BK - Vaxjo Lakers,Rogle - Vaxjo
Linkopings HC - HC Orebro,Linkopings - Orebro
Brynas IF - IK Oskarshamn,Brynas - Oskarshamn
EV Zug - HC Lugano,Zug - Lugano
Genève-Servette HC - EHC Biel,Servette - Biel
Rapperswil - Ambrì-Piotta,Rapperswil - Ambri-Piotta
Lausanne HC - Fribourg,Lausanne - Fribourg
Langenau - HC Davos,Langnau - Davos
HC Ajoie - SC Bern,Ajoie - Bern
Almetyevsk - Zauralie Kurgan,Almetyevsk - Kurgan
Izhstal Izhevsk - Yuzhny Ural Orsk,Izhevsk - Orsk
Molot-Prikamye Perm - Chelmet Chelyabinsk,Perm - Chelyabinsk
Russkie Vityazi - Mikhaylov Academy,Russkie Vityazi U20 - Mikhaylov Academy U20
Kapitan Stupino - MHC Spartak,Kapitan Stupino U20 - Spartak Moskwa U20
Krasnaya Armiya - MHC Atlant,Krasnaya Armiya U20 - Atlant Moskwa U20
Irbis Kazan - Sarmaty Orenburzhye,Irbis Kazań U20 - Sarmaty Orenburg U20
Amurskie Tigry - MHC Loko,Amurskie Tigry U20 - Loko Yaroslav U20
Sochi - Red Star Kunlun,Sochi - Kunlun
Ufa - Amur Khabarovsk,Ufa - Chabarowsk
Barys Nur-Sultan - Jokerit Helsinki,Barys Astana - Jokerit
Pardubice - Litwinów,Pardubice - Litvinov
Olomouc - Vitkovice,Olomouc - Vitkovice
Pilzno - Ceske Budejovice,Pilzno - C. Budejovice
Mlada Boleslav - Sparta Praga,Mlada Boleslav - Sp. Praga
Stavropol - Sungul Snezhinsk,Stavropol - Snezhinsk
Dziewiatka Legnica K - Cracovia K,Legnica - Cracovia
CB Malaga - Dijon Bourgogne,Malaga - Dijon
Blue Minx K - Busan K,Blue Minx - Busan
Zarechie Odintsovo K - Minchanka K,Odintsovo - Minchanka
AS Gubbio 1910 - Siena,Gubbio - Siena
AC Reggiana - AS Lucchese Libertas 1905,Reggiana - Lucchese
GIF Sundsvall - Falkenbergs FF,Sundsvall - Falkenbergs
Maribor - Koper,Maribor - Koper
Ślęza Wrocław - Odra Wodzislaw,Ślęza Wrocław - Odra Wodzisław
Aalesunds FK - Start,Aalesunds - Start
Sogndal - Stjordals-Blink IL,Sogndal - Stjordal
Sandnes Ulf - Fredrikstad,Sandnes - Fredrikstad
Ranheim - KFUM Oslo,Ranheim - KFUM Oslo
Jerv - Grorud,Jerv - Grorud
Hamarkameratene - Raufoss,Ham Kam - Raufoss
Asane - Bryne,Asane - Bryne
Strømmen - Ullensaker/Kisa,Strommen - Ullensaker/Kisa
Malaga - Real Sociedad II,Malaga - Real Sociedad B
UD Ibiza - CD Tenerife,Ibiza - Tenerife
Girona - Alcorcon,Girona - Alcorcon
Burgos - Saragossa,Burgos - Saragossa
Las Palmas - Fuenlabrada,Las Palmas - Fuenlabrada
Eibar - Oviedo,Eibar - Oviedo
Mirandes - CD Lugo,Mirandes - Lugo
Amorebieta - Valladolid,Amorebieta - Valladolid
Leganes - FC Cartagena,Leganes - Cartagena
SD Ponferradina - Huesca,Ponferradina - Huesca
Gijon - Almeria,Gijon - Almeria
FC Gareji - Sioni,Gareji Sagarejo - Sioni Bolnisi
Gagra - Rustavi,Gagra - Rustavi
FC Dinamo Batumi - Saburtalo Tbilisi,Din. Batumi - Saburtalo Tbilisi
FC Lokomotivi Tbilisi - FC Samtredia,Lok. Tbilisi - Samtredia
Pharco FC - Pyramids FC,Pharco FC - Pyramids FC
Goiás EC - Atlética Ponte Preta,Goias - Ponte Preta
Clube do Remo - Londrina,Clube Do Remo - Londrina
Brusque FC - Clube Náutico Capibaribe,Brusque - Nautico
EC Vitória - CS Alagoano,Vitoria - Alagoano
Grêmio Esportivo Brasil - Avaí FC,Brasil de Pelotas - Avai
Corinthians - Chapecoense,Corinthians - Chapecoense
Cuiabá EC - Red Bull Bragantino,Cuiaba - Bragantino
Atletico Palmaflor Vinto - Club Bamin Real Potosí,Atl. Palmaflor - Real Potosi
Club Independiente Petrolero - Club San José,Ind. Petrolero - San Jose Oruro
Real Santa Cruz - Real Tomayapo,Santa Cruz - Real Tomayapo
Grazer AK - SKU Amstetten,Grazer AK - Amstetten
FC Wacker Innsbruck - SKN St. Pölten,Innsbruck - St. Polten
SC Austria Lustenau - SV Horn,Aus. Lustenau - Horn
Mousesports - Big,MOUZ - BIG
Edward Gaming - Gen.g Esports,Edward Gaming - Gen.G
Sorocaba Futsal - Praia Clube Futsal,Sorocaba - Praia
Springfield Thunderbirds - Charlotte Checkers,Springfield - Charlotte
Blue Fox Herning - Rungsted,Herning - Rungsted
Valur K - Haukar Hafnarfjordur K,Valur - Haukar Hafnarfjordur
Charlotte - Portland Trail Blazers,Charlotte - Portland
Dallas Mavericks - Sacramento,Dallas - Sacramento
Abejas de Leon - Ast. Jalisco,Abejas Leon - Ast. Jalisco
Bara/Gorgodze - Krunic/Pattinama Kerkhove,Bara I M / Gorgodze E - Krunic A / Pattinama Kerkhove L
Kozlov S. - Wolf J. J.,Kozlov S. - Wolf J J
Nishioka Y. - Mager G.,Nishioka Y. - Mager G.
Brooksby J. - Carballes Baena R.,Brooksby J. - Carballes Baena R.
FC Rosengard Women - Eskilstuna United DF Women,Rosengard - Eskilstuna Utd
Etoile de L'Est - Police FC,Etoile De Lest - Police FC
Sandviken K - Valerenga K,Sandvikken - Valerenga
Atlas - Gallos Blancos Queretaro,Atlas - Queretaro
Valmiera FC - FS Metta/Lu,Valmiera - Metta/LU
Rigas Futbola Skola - Riga FC,RFS Riga - Riga FC
FK Liepaja - BFC Daugavpils,FK Liepaja - BFC Daugavpils
PEC Zwolle K - Ajax K,Zwolle - Ajax
Aucas - Liga de Quito,Aucas - LDU Quito
CA Central Norte - Sportivo Las Parejas,Central Norte Salta - Sportivo Las Parejas
Arsenal K - Brighton & Hove K,Arsenal - Brighton
Manchester City K - Chelsea K,Man. City - Chelsea
Natus Vincere - Ninjas In Pyjamas,Natus Vincere - Ninjas in Pyjamas
mousesports - ENCE,MOUZ - ENCE
Team Vitality - Evil Geniuses,Vitality - Evil Geniuses
G2 Esports - Entropiq,G2 - Entropiq
Team Liquid - Furia Esports,Liquid - FURIA
Astralis - Heroic,Astralis - Heroic
Edmonton - Seattle Kraken,Edmonton - Seattle
Chicago - Ottawa Senators,Chicago - Ottawa
Tampa Bay - Washington,Tampa Bay - Washington
New Jersey - Columbus,New Jersey - Columbus
Grand Rapids Griffins - Chicago Wolves,Grand Rapids - Chicago Wolves
Manitoba Moose - Iowa Wild,Manitoba - Iowa
Los Angeles Lakers - Houston Rockets,LA Lakers - Houston
Jarry N. - Cerundolo J. M.,Jarry N. - Cerundolo J M
Cilic M. - Fritz T.,Cilic M. - Fritz T.
Koepfer D. - Kecmanovic M.,Koepfer D. - Kecmanovic M.
Seppi A. - Ymer M.,Seppi A. - Ymer M.
Murray/Soares - Golubev/Nys,Murray J / Soares B - Golubev A / Nys H
Gaston H. - Musetti L.,Gaston H. - Musetti L.
Paul T. - Popyriin A.,Paul T. - Popyriin A.
Giron M. - Gombos N.,Giron M. - Gombos N.
Okayama Seagulls K - Toray Arrows K,Okayama Seagulls - Toray Arrows
Hitachi Rivale K - Denso Airybees K,Hitachi Rivale - Denso Airybees
Sunbirds - Stings,Suntory Sunbirds - JTEKT Stings
Wolfdogs - Tokyo,Wolfdogs Nagoya - FC Tokyo
Osaka Blazers Sakai - Nagano Tridents,Osaka Sakai - Nagano Tridents
Thunders - Panthers,JT Thunders - Panasonic Panthers
Palermo - Avellino,Palermo - Avellino
Messina - Città di Campobasso,ACR Messina - Campobasso
Virtus Entella - Imolese,Virtus Entella - Imolese
Pescara - Olbia,Pescara - Olbia
Montevarchi Calcio - Teramo,Montevarchi - Teramo
Modena - Carrarese,Modena - Carrarese
SSD Grosseto FC - Vis Pesaro,Grosseto - Pesaro
Fermana - Pontedera,Fermana - Pontedera
Cesena - Pistoiese,Cesena - Pistoiese
Trento - Pergolettese,Trento - Pergolettese
US Seregno - Pro Sesto,Seregno - Pro Sesto
Renate - FC Legnago Salus,Renate - Legnano
Padova - AlbinoLeffe,Padova - Albinoleffe
Lecco - Virtus Verona,Lecco - Virtus Verona
Giana Erminio - Pro Patria,Giana Erminio - Pro Patria
Fiorenzuola - Mantova,Fiorenzuola - Mantova
Triestina - FeralpiSalo,Triestina - Feralpi Salo
Südtirol - Juventus II,Sudtirol - Juventus U23
Pro Vercelli - Piacenza,Pro Vercelli - Piacenza
Deportivo Táchira - Monagas,Dep. Tachira - Monagas
Caracas - La Guaira,Caracas FC - Dep. La Guaira
Obolon Brovar - Podillya Khmelnytskyi,Obolon Kijów - Podillya Khmelnytskyi
Avangard Kramatorsk - FC Hirnyk-Sport,Kramatorsk - Hirnyk-Sport
Metalist 1925 Kharkiv - Zorya Luhansk,Metalist 1925 - Zoria Ługańsk
Sancaktepe FK - Batman Petrolspor,Sancaktepe - Batman Petrol
Club Africain - AS Slimane,Club Africain - Soliman
US Tataouine - Etoile Sportive De Metlaoui,Tataouine - Metlaoui
Phrae United - Ranong United,Phrae - Ranong
Lampang - Sukhothai,Lampang - Sukhothai
Nakhon Pathom - Lamphun Warrior,Nakhon Pathom - Lamphun Warrior
Navy FC - Customs Ladkrabang Utd,Thai Navy - Customs Utd
Buriram United - Muang Thong United,Buriram Utd - Muang Thong
Samut Prakan City - Ratchaburi FC,Samut Prakan - Ratchaburi Mitr
Port FC - Chonburi FC,Port MTI - Chonburi
Bangkok United FC - Nong Bua Pitchaya,Bangkok Utd - Nongbua Pitchaya
Hammarby TFF - Umea FC,Hammarby Talang - Umea
Assyriska Föreningen - IF Sylvia,Assyriska - Sylvia
Samorín - MSK Žilina B-team,Samorin - Zilina B
Spartak Trnava K - Zilina W,Spartak Trnava - Zilina
Ruzomberok K - Trencin K,Ruzomberok - Trencin
Dukla Banska Bystrica K - Petrzalka W,Banska Bystrica - Petrzalka
Timok Zajecar - OFK Backa Palanka,Timok Zajecar - Backa Palanka
FK Kabel Novi Sad - FK Javor Ivanjica,Kabel Novi Sad - Javor
FK IMT Novi Beograd - FK Graficar Beograd,IMT Novi Belgrad - Graficar Belgrad
FC Unirea Dej - ASU Politehnica Timisoara,Unirea Dej - ASU Poli Timisoara
Astra Giurgiu - Petrolul Ploiesti,Astra - Petrolul Ploiesti
FC Ripensia Timisoara - Gloria Buzau,Ripensia Timisoara - Gloria Buzau
Dunarea Calarasi - FC Csikszereda Miercurea Ciuc,Calarasi - Csikszereda
Wołga Uljanowsk - FC Tyumen,Ulyanovsk - FC Tyumen
FC Zvezda Perm - FC Chelyabinsk,Zvezda Perm - FC Chelyabinsk
Spartak Tuimazy - FC Zenit-Izhevsk,Spartak Tuimazy - Zenit Izhevsk
Łada Togliatti - Torpedo Miass,Lada Togliatti - Torpedo Miass
FC Mordovia Saransk - Peresvet Podolsk,FC Saransk - Peresvet Podolsk
Sokol Saratów - Dynamo Vladivostok,Sokol Saratov - Dynamo Vladivostok
Dynamo Bryansk - FC Ryazan,Din. Bryansk - FK Ryazan
Zenit Penza - Sakhalin Yuzhno-Sakhalinsk,Zenit Penza - Sakhalin
Avangard Kursk - Salyut Belgorod,Avangard Kursk - Salyut Belgorod
Krasava Odintsovo - Kairat Moscow,Krasava - Kairat Moskwa
FC Yenisey Krasnoyarsk II - Shinnik Yaroslavl,Krasnoyarsk II - Shinnik Yaroslav
Makhachkala - FC Chayka,Dynamo Makhachkala - FK Chayka
Dynamo Stavropol - Biolog-Novokubansk,Dyn. Stavropol - Novokubansk
Boavista - Famalicao,Boavista - Famalicao
Gil Vicente FC - FC Arouca,Gil Vicente - Arouca
FBC Melgar - Universitario de Deportes,FBC Melgar - Univ. de Deportes
Independiente La Chorrera - Veraguas,La Chorrera - Veraguas FC
Deportivo San Miguelito - Plaza Amador,San Miguelito - Plaza Amador
Atletico Chiriqui - Herrera FC,Chiriqui - Herrera FC
Muscat - Oman FC,Muscat - Oman FC
Dhofar Club - Al-Rustaq SC,Dhofar - Al Rustaq
Saham - Al-Ittihad Club Salalah,Saham - Al-Ittihad Club
Senja - Hodd,Senja - Hodd
Floro - Tromsdalen,Floro - Tromsdalen
Vålerenga - Brann,Valerenga - Brann
Viking FK - Sarpsborg 08,Viking - Sarpsborg
Strømsgodset - Molde,Stromsgodset - Molde
Stabæk - Haugesund,Stabaek - Haugesund
Odds Ballklubb - Mjøndalen,Odds BK - Mjondalen
Bodø/Glimt - Sandefjord Fotball,Bodo/Glimt - Sandefjord
Werder Bremen K - SC Sand K,Werder - Sand
Dusseldorf II - Rot Weiss Oberhausen,F. Dusseldorf II - Oberhausen
FC 08 Homburg - VfB Stuttgart II,Homburg - Stuttgart II
SV Elversberg - Sonnenhof Großaspach,Elversberg - Grossaspach
FC Carl Zeiss Jena - Chemnitzer FC,Carl Zeiss Jena - Chemnitzer
TB Berlin - BFC Dynamo,TB Berlin - BFC Dynamo
VfB Germania Halberstadt - ZFC Meuselwitz,Halberstadt - Meuselwitz
Furstenwalde - FSV 63 Luckenwalde,Furstenwalde - Luckenwalde
Energie Cottbus - SV Babelsberg 03,Energie Cottbus - Babelsberg
St. Pauli II - Norderstedt,St. Pauli II - Ein. Norderstedt
Teutonia Ottensen - SV Drochtersen/Assel,Ottensen - Drochtersen
Hildesheim - Atlas Delmenhorst,Hildesheim - Delmenhorst
Altona - VfB Lübeck,Altonaer - Lubeck
SV Elversberg K - Ingolstadt K,Sv 07 Elversberg - Ingolstadt
Holstein Kiel - SG Dynamo Dresden,Holstein Kiel - Dyn. Drezno
